sentiment,review_body,product_category
0,Finally decided to join the yoga-wear craze and thought these tights and a few other pair from retailer would help me transition to this style. my size l tights were just that -- tight! so tight  i really didn't want to pull them up past the knee!! i am not kidding. i wear size 14 pants and my legs are toned and shapely  so there was no reason to expect a l wouldn't fit. so sad.,Lounge
0,I am on the fence about this one. the length is great. it hits right above my knee at 5'1. overall it was larger than i was hoping. the waist is pretty loose  and i really had to tightly tie the back to get s good shoulder fit. the bottom is very voluminous making me look wide. i wish they had it in a petite size. for this price  i will probably return it. it's not worth the 300 price tag.,Lounge
0,While the fabric  embroidery and sizing are dead on  i just couldn't deal with the shiny little mirrors that the designer embellished this shirt with. that detail is not apparent in the photographs and i felt lessened the versatility of this blouse. so  it must go back to retailer.,Lounge
0,This top looks real cute on the model! wish it looked like that on me! way too big  so not flattering on my petite frame. sadly going back!,Lounge
0,This shirt is tough for me because i loved the front  which fit nicely  but i'm petite and the back had a giant extra piece of fabric that bumped out because of the cross straps  i wish it wasn't so wide so i could have bought it!,Lounge
0,I thought this tank would be so cute and comfy for my daily walks  but it's completely see through.  i sized down one size based on a review from another website and it fits ok  but it's hard to say if it runs tts because i have nothing to compare it to.  if the fabric was a little thicker  this would be the perfect tank.  unless your planning on layering this  i wouldn't recommend.,Lounge
0,I thought i might like the look of this oversized odette dress but after i tried it on i felt it was not a flattering style on me. the color was pretty and fabric was nice - just not a fit for me.,Lounge
0,I ordered this shirt in the purple stripe and was happy when it arrived and i really liked the color and style.   however  like the other reviewer  when i tried it on  the little circles on the front line up perfectly with your bra straps.  i even tried a different style bra and had the same result.  sadly i returned it yesterday.,Lounge
1,"Sale price is a great price for a cute cover-up.  so this is not a polite company dress.  this is a ""i want to show off my cute underwear/bikini/cross-fit bod while i go get a cold pressed juice in venice"" kind of dress.  or you can just wear it at home like i do.  runs small btw  so size up.",Lounge
1,I'm not petite  but i am short at 5'3 and while these fit in all the right places  the leggings are about 5-6 inches too long. i'm still deciding whether to return or hem - but the hemming would have to be professionally done with this material. bummer.,Lounge
1,These pants are so fun! i use them to sleep in as they are see through. i had to size up as the waist band gave me muffin top. i normally wear a small and ended up getting the large.,Lounge
1,I really try to avoid hand washing so i immediately checked the label when i found this dress in-store. and despite the fact that retailer lists this as hand wash online  the label says machine wash. (it also says lay flat to dry.) so i was happy about that. i tried this in xs regular (first photo with camisole) which was too low-cut and then ordered the xspetite in the second photo (i'm a 34aa  ~105 lbs.) which was better; higher v-neck mainly and shorter length  although i could've gone with eit,Lounge
1,Love this jacket... perfect for replacing old hoodies with something a little more chic. incredibly soft  warm and cozy. love! color is true to picture and i found it runs true to size.,Lounge
1,This dress is very comfortable and casual  but in a high quality fabric that makes it great for a summer dinner with dressy sandals. i don't think a bra can be worn with it which i don't mind at all but might be a problem for others.,Lounge
1,The lengths is what drew me to this top. i love the simple look of the cowl neck. nice detail to the sleeve that creates a more than casual look.,Lounge
1,"Wasn't sure about sizing so i ordered the xl and they fit my 5'3""  153 lb frame. they'd work for any height because they gathered quite a bit around my ankles but easily adjusted to look like they fit. amazingly  they don't show the squishy bits at all. it's a substantial thick knit. i'm returning because i don't have the body for these and i'm short waisted so the top  wide  slenderizing part of the waistband starts well above the area where i carry my weight in my tummy  mid section. i highly",Lounge
1,"This coat is really nice and cushy and warm  but it runs very very large. i am about 5'7""  150 lbs and i ordered a medium and i probably should have ordered an xs because it was ginormous. i returned it in favor of another jacket. i'm sure i would have loved it if it were smaller but i found something i liked more in the interim. it's also a little bit darker in person. just a little bit  i was expected it to be more creme white and it was like a tan.",Lounge
-1,"Despite retailer's claim that they have ""fixed"" the button issue on this coat  beware. they haven't. i ordered this coat november 18th  feeling safe that the issue that scores of other reviewers had noted was fixed  because retailer indicated ""rest assured  this issue has been fixed"" (as noted in the item description). feeling confident that i'd get a non-defective coat at this late date in the quality assurance cycle  i was severely disappointed to open my shipment tonight (nov 24th) immediately di",Outerwear
-1,Visions of sartorial splendor danced in my head as i planned my instagram posts centered around this coat. and then it showed up on my door and my dreams were crushed. i'd already read the reviews and knew the coat was unlined and would be oversized. i did not expect it to be soooo sloppy. especially around the collar. there is nothing crisp about it. i've had boiled wool outer ware before that held its shape much better than this. if i wanted fleece i wouldn't have picked retailer as the s,Outerwear
-1,"I was looking for a really warm  but stylish coat that i could wear when the weather is frigid as it sometimes gets here in the dc area. i tried on a size small  which is my usual coat size. while the coat fit  it was not flattering. for reference i am 5'9"" 128 pounds and usually wear a small/xsmall in retailer tops. in this coat i looked like a linebacker with pads on. the front material is doubled  which makes you look like you have a large protruding stomach. the shoulders are bulky and",Outerwear
-1,Big pockets make it look more like a bathrobe than a coat. there are no internal pockets and the loops for the belt are pretty skimpy - just a bit of string. the color is great  but the quality leaves something to be desired.,Outerwear
-1,This coat is awful  just awful. i bought it based on the reviews  my husband said it looks like i am wearing a mattress. it looked awful. i really really liked the softness and that it wasn't like another puffer coat  it was also stretchy and the buttons super easy to wear  but the look  style  and design make it very unflattering. it looked so bad that i took it off right away. so disappointing!,Outerwear
-1,I knew i needed to buy this trench from the moment i saw it on my computer screen  but something prompted me to stop by my local retailer and try it on first. thank goodness for that.    at first glance  i knew i wouldn't be buying this. the construction leaves much to be desired. from the flimsy  single layer of unlined  unstructured fabric  to the thin strip of fabric serving as a belt  i could easily see this being sold at a cheap store for teenage girls where throwaway clothes are a dim,Outerwear
-1,"I tried on an xs and it was boxy/roomy in the torso and the pocket on the wrist/forearm area made my arm look too bulky when i rolled the sleeves up like the model pictured. i love the idea of a relaxed fit cropped leather jacket in a versatile taupe color but when i tried this one on in person  it took me back to my childhood. i used to help my dad wash his cars when i was a kid and he used a leather chamois (""shammy"" for short) that was awesome for soaking up water. and that's what it felt lik",Outerwear
-1,"I agree with other reviewers. it is beautiful but too tight around the chest. i am usually an xsmall and the xsmall was tight in the chest. i bought the small and it was still uncomfortable. sadly i had to return it. i am 5'4""  134 lbs and a 34c  by no means i am considered big chested so this is highly unusual.",Outerwear
-1,"First of all  mine arrived in a regular denim shade  not the dark wash shown. also  the style is more like a blazer  and it was huge. i am 5'2"" and ordered the petite xs but even xxs would have looked like a baggy blazer. as well  the sleeves came barely past my wrists  they are designed to cuff as the model has done? perhaps on someone taller and younger it would look edgy and chic! the quality is excellent with some nice details. this might be one to try in person  if you can.",Outerwear
0,This trench is beautiful  with a lovely  swinging skirt that adds a romantic sense of drama and movement - you'll feel as though you are starring in your very own film noir movie. i wish i could have kept it  but i couldn't justify paying full price on a coat that had to be hand-washed (the label specifies no dry cleaning!).there is a lot of fabric on this trench  and i imagine that all those little pleats will have to be ironed too. i don't have the time for that  and for this much money  i wou,Outerwear
0,I wore this coat one day and the buttons started falling off. it stretched so much. i'm going to beg my local store to take back. it shouldn't fall apart like that. it's super duper cozy though.,Outerwear
0,Too much of a good thing is...still too much. there's too much flounce on this jacket for me--the waist sits slightly high  and the incredible amount of fabric beneath it (when you twill around  it's basically a full circle) makes my hips look huge. if there were about 1/3rd (not 1/2  but 1/3) the amount of fabric to the skirt  i'd be totally in love.   as it is  i'll be returning it.,Outerwear
0,I loved this when i saw it arrive in the mail. as soon as i put it on though  i was drowning in it. i know its a cape and it is suppose to be large but it was so big i had to return it. i still really like it and wish it would have worked. i am 5'5  athletic/slim figure just for reference.,Outerwear
0,Wow  this runs small! i'm thinking the accidentally sent me an xxs?!?,Outerwear
0,Really unique & will easily go with many tops/bottoms. i agree with the other reviewers  it's itchy  but so super cute. the sale price is a good deal. i had already planned to wear with long sleeves so the itchy fabric should not be a problem. i got the xs/s  my usual size.,Outerwear
0,I just loved this when i saw it in store. beautiful fabric  lovely color. i ordered a small petite because petite xs was sold out. i imagine it might be a little better if it were a size smaller  but there is sooo much fabric in the pleated bottom  unless you are blessed with exceptionally long legs  it might end up looking like a witches coat. at least that is what i was told by my daughter.,Outerwear
0,This vest doesn't have a button  so i thought i could put my own. but when it arrived  it just didn't fit that well. the opening in the front is too big  the vest itself while nice and warm is not functional at all due to openings everywhere. i don't know  why even make a vest like this with no front button and such a wide opening  how is one supposed to keep warm at all?,Outerwear
0,This coat is absolutely beautiful - an instant stunner. the style is very classy and timeless. it is definitely more of a lightweight coat than true cold weather wear. yes  it does run large  but that is the cozy look of it. it is not meant to be form-fitting. my one gripe is that - especially at the price point - if it's not going to be especially warm  it should at least be otherwise functional. the coat i received has pockets cut on the outside  but they are sewn shut. a coat without pockets?,Outerwear
1,"I have a hard time with jackets fitting because i have chubby arms compared to the rest of me. i like the way this fits and it doesn't pull when i try to cross my arms in front. i feel like it's good quality and hopefully won't flake the way 'vegan' (i.e. fake) leather can. and i think i can throw it over a top with jeans or a dress and it will be cute and versatile. i also like the length that hits right at my hip. i'm 5'2"" and don't like when jackets like this are are too long.",Outerwear
1,I received this jacket in an 8. fits great with room . i am a 34dd chest for reference as i was not sure if i needed a 10  but the 8 is perfect. see my pictures as i feel the website photos are more bright as the actual jacket is more muted. buttons are very nice but the pocket flaps hit right at the boob area so it my bother some . very high quality  lined and will look great over some retailer dresses in the same color way i purchased last year. depending on the season this jacket would do fine,Outerwear
1,I'm 5'4  112 pounds. xs petite was a good fit with room for a heavier top. fabric is somewhat picky  so long sleeve is necessary. overall  coat is beautiful and worth the money. nice  unique fall piece.,Outerwear
1,"I love this coat but it does not work for my body type. it is a beautiful coat and of very good quality. it has a wonderful lining which is so nice to see as many of the ""coats"" retailer is carrying right now are not lined. the coat is soft and feels so good. it seems to run true to size. i would have purchased this if the button placement were higher up. the button closure is right at my hips ( i am 5'6"" for reference) and i am pretty curvy. when open  the coat looked great but when i trie",Outerwear
1,As a long standing retailer shopper  i have seen the beginnings of retailer great quality and detail and somewhat over the years disappointed of quality going down; this vest is so my style and executed very well as being fully lined and sewn well  hooks to close are substantial; the fact the faux fur collar can be removed is a real plus  but though the colors are delish  the fabric is a bit questionable.  the one i ordered on line and sent to me is fresh and not petted  but looking at the same vest,Outerwear
1,I love this jacket. i have not worn it yet  as the weather is still very warm  but i am looking forward to wearing this a lot this fall. the cropped cut is very flattering and the vegan leather very soft  i followed the other reviews and ordered one size up and it;s perfect. i am normally a size 4 and went with he medium. the plum color is quite neutral in person. i also love the printed lining. i did notice quite a few long threads around the lining sewing  i hope this is just an overlooked pos,Outerwear
1,I really love this coat! it is beautiful and very comfortable. while the attached scarf does cover the cute buttons  i'm glad it is there! it comes in handy when the temperature drops quicker than anticipated. the only thing missing on this coat is a lining as soft as the exterior.,Outerwear
1,I am keeping this because i got a great deal (30% off sale price)  it fits great (i alternate between xs and s  went with s)  and overall it has nice quality (thick fabric  secure toggles  etc.)  but--what is with the lack of lining? i would hesitate to buy anything from this brand at full price because of that. there are just large seams on the inside  which is tolerable because of the type of fabric  but come on.,Outerwear
1,I love sanctuary clothing. this parka is on the lighter side  good for this mild east coast winter. it is water repellent. the length hits me on my upper thigh and the sleeves are long ( good for longer limbs). i received many compliments.,Outerwear
-1,"I bought these last year and loved them  however they came in tall sizes. this year they do not and the inseam is just way too short  even at 33"". im 5'7"" and  they barely graze the floor with no break in the pant leg. i prefer to wear them with boots and they will not be long enough even with a short heal",Pants
-1,I was so excited about these pants but they were a total disappointment in person. the fabric is a rough gauzy texture. the bottom has a big hem that weighs down the pants and makes them hang funny like you are walking on stilts or something  they do not hang or move well on the body. also  they are very long but small in the waist and have a high crotch so the fit is pretty off. sadly  these are going back.,Pants
-1,Like others  i finally received my size 6p black pants after months of waiting.  for starters  these pants run small  so i ordered a size up but still in petite  because i adored the red ones i got this past summer.  when the black pants arrived  they were a full three inches shorter than the red ones (which were also 6p)  and the fabric did not feel anywhere close to the same quality.  i'm debating ordering the regular length  but i'm not sure i'll bother  based on some of the other reviews.,Pants
-1,I wished these fit a little better. unfortunately  they were a little tight in the thighs and if i didn't pull the waist of the pants up  i had sagging crotch and the pockets hung out. needless to say i made a return.,Pants
-1,This romper is cute  well-made and true to size  but i haven't figured it out how to put this on without having someone tie the back ties. which pretty much means that going to the bathroom is not an option while you have this romper on. not sure what the designers were thinking here. i'm returning this one.,Pants
-1,Pants are overpriced and very uncomfortable. to my utter dismay i wore them during a business trip for the first time and ended up with bruises caused by the side zipper. i have been a long time retailer shopper and usually my go to store  however ending up with a pair of pants that caused me pain was a very big disappointment ,Pants
-1,I thought these pants were cute! when i put them on  they fit perfectly  and were comfortable  however i wore them for about 20 minutes and they were a completely different size  and looked awful!,Pants
-1,I would not recommend these pants if you have a curvy or athletic figure. these pants seem to be cut straight up and down. the fabric is not soft  the color is slightly more muted in person  and they are not as relaxed as they appear to be on the model.,Pants
-1,I usually buy a pair of these kind of pants every year from this brand. they are lightweight  sturdy and very flattering to my curvier body. this brand can run big  so i usually buy a size 2 rather than my normal size 4. i was going to wait it out and let someone else try them first  but then i caved and ordered them in two sizes: 26 and 27 because they didn't label them 2  4  6 etc. anymore. these pants still look well made and have cute little details  but they are bigger than ever!! the 27's,Pants
0,I so wanted to love this jumpsuit but unfortunately the fit is so off. it runs small and the crotch is to high. the color is beautiful and the design is great. it's really sad i waited two months for this and it was definitely not worth the wait.,Pants
0,I was thrilled to find a wide-legged pant in a natural fiber and ordered two pairs - l and xl. the l came first and was a tad too close for comfort so i returned it. when the xl arrived it seemed roomy but after my first wear the fold-over jersey knit waistband stretched out and the pants were dragging on the ground. they seem really huge on me and i now have to wear a belt to keep them up. the fabric also seems to be pilling easily- overall not my best retailer purchase (and i am a huge fan,Pants
0,"Love the cut and the way they drape. size 26 and 5'6"" 135lbs fit great until you wear them for an hour. all of a sudden my 26s became 28s. they were practically falling off. i plan to wash them to see if they shrink. i wish they held their shape since they are so cute.",Pants
0,I am a huge pilcro fan. however  these were beyond large. i am not even sure that the next size down would work. keep this in mind if you attempt these pants.,Pants
0,The top is huge! i wear an xs and am not the bustiest of women  but the top part of this romper felt like it belonged on a medium or large  even though the bottoms and waist fit perfectly. i was really disappointed  as i loved it in every other way.,Pants
0,Low waisted  weird liner.,Pants
0,"I'm 5'4""  usually a small in retailer sizes  6-8 pants  i purchased the 8 petite",Pants
0,"It was a hard decision  but i'm returning these. they're definitely pretty and well-made. they drape nicely. ultimately  they are too high-waisted and too billowy for most of my tops (which are mostly long and billowy). these trousers are too nice to wear with most of my fitted tanks. even a normal-length t-shirt  untucked  draped weirdly and came down too far on these high-waisted pants. i guess they're too ""formal"" for what i had in mind - pictured them more like a maxi skirt. if they were hal",Pants
0,I love these pants! best fitting pants i've ever owned. flattering. stretchy/don't stretch out. i am so sad that retailer didn't plan well and stock enough. i bought the black  want the gray and all sizes but 25 and 31 are sold out. i might just buy another black pair so i can have another. i really wish retailer would re-stock these!!!! although these are 5star pants  i rated them a 3 for retailers poor / low stock quantity.,Pants
1,I'm so glad i tried these on at one of my local retailer stores. i didn't really think much of it online but they have a much nicer look and cut in person. i got the navy blue in size 27 which fit tts. i got a regular size vs. the petite size which i usually like to go with because i'm short but i actually found that they fell very similar to the model's length shown online. they seem so versatile  i'm looking forward to wearing these!,Pants
1,These are very stylish. if you are short they are a little baggy at the bottom. they are a bit over-priced. i bought them before they went on sale. good quality and feel light and airy.,Pants
1,I ordered top and pants online as seen. pants are of good quality and hang beautiful.  i love the color and quality of the fabric. nice and vibrant. nice fit at the top into a flowy drape. the top runs big and glad i ordered down one size. love the outfit for my upcoming island trip.,Pants
1,I was not sure if they would be flattering with the waistband  but i love them. they feel wonderful  yet they are so light. perfect for warm weather. the print takes them from day to night.,Pants
1,I saw these paired with the denim swing tank in the store and was inspired by the nautical look! the fit was a little snug. i am between a 4-6 in pants and definitely had to go with the 6  and even that was a little tight. for reference i am 5'6 and 125 lbs  curvy on bottom. the sales lady said they will stretch and there is some give to them  but i don't anticipate a lot of stretch. they are slim fitting all the way down and are flattering to the rear. i think they look better in person than on,Pants
1,I purchased the violet chino's in my local store. the color to me is more plum than violet but a nice shade still. the fit was perfect and they are oh so comfortable. i bought size 27 (weight fluxes 116-118). i can see having several pairs of these in other colors because of the comfort level and they work for fall  spring and summer. in the warmer states even winter. the fabric has a soft feel to it.,Pants
1,Purchased these in the blue motif. love the hei hei brand. . they run true to size. they are very comfortable and wear well. you can wear them to the office dress them up or go casual with a tee. versatility and comfort  what more could you ask for.,Pants
1,Purchased these recently and loved the fit and feel upon trying them on. i was hoping that unlike linen pants  they'd keep their shape. no such luck. after an hour or two in them they were hanging and sagging. this is after being a (good) snug fit. i purchased my usual size and i'd say they stretched at least a size or two bigger. the color and feel of these is very nice and i see them being perfect for a very casual or slightly dressier outfit so i do recommend them. however  buy them small bec,Pants
1,These are some of the few pants that are semi loose with a wide waist band that make me look thinner! i love them. they are soft! they match everything. they make an outfit effortlessly chic. i took a size m and it fit tts.,Pants
-1,Looked really cute on the hanger  so i took it with me into the dressing room. the fabric is super soft  and the top is very flattering however the bottom is way too short! you can't tell from the picture but the sides are rounded and go up higher on your leg. the model has the waist band pulled lower than i think you'd most likely be wearing it making the outfit appear longer. i wish i could pull this off...maybe i'm just too old for it.,Shorts
-1,This pants the worst short that i ever had!!  i bought ;this short last week and i laundry it yesterday and it came out lost color!!  i was really shock definetly will return it to store.  fyi  i never use chrolox or bleach when i laundry.,Shorts
-1,"I followed the other reviews and sized down. normally  i'm a small/medium in retailer (5'8""/135 for clarification) and i expected the garment to be a bit roomy. i ordered the small and when it arrived i almost called the corporate office to ensure i didn't have to pay rent on the romper  given that you could comfortably fit a small family of five in it. oddly  the arm-holes were normal sized? i returned this mess.",Shorts
-1,I really wanted to love the shorts.  when i read that the shorts were lined  i expected them to be lined so that my underwear didn't show.  even though the shorts are lined  you can see through the fabric completely.  this was absolutely disappointing since the shorts have a lovely exterior design; pockets; and  comfortable waistline.  i'm returning the shorts as well.,Shorts
-1,"I was so excited to try these  it's hard to find cute bermuda shorts. the legs were so wide. my husband asked if i was wearing his shorts. they don't look that wide in the picture. i am 5'4"" and 130 lbs i bought my regular size 28 but the waist was huge i could have sized down one or two sizes. unrolled they came to my knee.",Shorts
-1,I love the material on these shorts. unfortunately  that's all i love. the fit is awkward and i'm an easy fit. they're boxy in the body / legs and a bit tight in the waist  causing me to not be sure whether to place the elastic waist higher or lower and neither one works well. sadly  couldn't keep these just for the pretty fabric.,Shorts
-1,These shorts just didn't work for me. i loved the embroidery and the color  but i just don't have the curves for them. try these if you have an hourglass or fuller figure.,Shorts
-1,I loved this romper so much! the material is thin  but perfect for summer. the style is just what i was looking for. it's so so cute and fit perfectly...at first. i wore it one time and then washed it exactly as described on the tag and it shrunk beyond recognition. it went from loose and flowy  like on the model  to little booty shorts and a body suit...not the look i was going for. i am so disappointed.,Shorts
-1,"I'm 140 at 5' 8"". pear shape. the pockets really opened up when i put them on and didn't lay flat. loose on leg opening - which i liked. but the pockets sticking out around the hip area made my pear shape even wider. i got a medium",Shorts
0,I love the quality and colors of this romper; however i have a long torso and the top part was just too short for my body style. it made the bottom part pull as well. overall the fit just wasn't right for me. i did love the material and it is a very nice piece.,Shorts
0,I fell in love with this romper and it was my go-to for any given day  but as soon it got wet the blue dye bled everywhere  so i had to return it.,Shorts
0,"This was so ridiculous on me. i'm 5'8"" 120 usually a 2/xs. so i ordered the xs. the inseam of the shorts are so short they barely cover my bum. and i mean barely. the romper itself was so wide that two of me could have fit in it.  love the colors  fabric  and the non-elasticized waist. if you are under 5'5"" this might work for you in non-petite sizing.",Shorts
0,This romper was not what i expected when i originally purchased. it is much more casual looking in person  and as soon as i got it out of the bag  one of the buttons fell off. it did look good on and fit well  but i will be returning because it is too casual for the occasion i bought it for.,Shorts
0,The fabric is super soft and comfortable and the look is cute  however the drape on the front crossover is not great and doesn't flatter well. the shorts will probably run a little on the short side for some - i'm very short (5') and the length is great for me but i'm guessing not for the average height.,Shorts
0,I am so sad that this romper didn't work out. it's just way too billowy and huge. i am usually between a small and medium so i ordered this small. i'm petite and somewhat curvy and i was absolutely swimming in this romper! might look best on taller girls. i am 5 '2 and about 125-130 lbs and this was like wearing a tent. do not recommend. such a bummer because i was a believer after treading all of the great reviews!,Shorts
0,There is a lot of fabric here! the legs fit me fine  but they are long and when you roll them up it creates a bunching of fabric in an awkward area. i've also found that they don't stay rolled up in the back  especially if you sit down. it's a shame since the fabric is soft and comfortable. maybe sizing down would've helped  but i doubt that would've fixed the problem of the cuffs staying rolled up.,Shorts
0,These looked so cute and colorful! very sad to receive them yesterday and having to return them today. cute overall  but run large. depending on cut/style  i range from 2-4 in bottoms. i ordered a 2 in these  and they were just way too big. i would exchange for a zero  but i bought them for a trip this weekend. oh well.... consequence of online shopping!,Shorts
0,I'm pretty disappointed in these. just bought the yellow pair and wore today for the first time. super cute and very comfortable. i was in love with them. they got two small stains on them from the day's activities ( and not even crazy  untreatable stains). unfortunately  the stains did not budge yet the color of the shorts washed out. they are completely ruined after one washing (on cold). i'm hoping this was a fluke and plan to order a second pair before they sell out. these will be going back,Shorts
1,This romper was cute and short but not too short. the fabric is soft and elegant.,Shorts
1,"I absolutely love these shorts. i do  however feel they run on the large side. i am 5'1"" and normally wear a 24  25  0 or 00 and bought these in an xs. i would have gotten an xxs if they were available  but that was not an option. they are a little baggy  but they are so great i could not pass them up. these are too good to pass on.",Shorts
1,This was my first time to try this brand and they fit so well and are super comfortable. i love the pockets also. i am 5'1  108 and i got a 2p and they fit just right.,Shorts
1,Love this romper. fits perfectly  and looks like the picture. i'm 5 ft 7  125 lbs  and usually am a size 4 or small. i ordered a small  and it fits beautifully. i've worn this a lot this summer in florida  and am getting a lot of compliments. don't be put of by the long sleeves for summer wear- the romper is loose enough and has a nice flow to it.,Shorts
1,These fit quite well  and it's rare that i find shorts that fit well without being too tight. great for spring or summer. fits tts.,Shorts
1,I live in these shorts all summer long. they are so comfortable  soft and practical. i have purchased a couple of these every summer but this year they were so many pretty colors i ended up with 6 new pair.. they go with just about everything and are soft and perfect for texas heat. i stayed true to size on them.,Shorts
1,Great shorts. i've been buying these for the past few years. each year  i add to my collection with new colors. i have 8 pairs now! perfect length and can be rolled if needed to show some more leg.,Shorts
1,I couldn't wait to try on these shorts after reading all the positive reviews about them. my local retailer had them in the bright blue and coral in my size 26 and 25. i purchased the 26 and am content with them. they are a very lightweight cool pair of shorts. they do have a little stretch to them and the length is perfect.. i have to note they do wrinkle a bit but perfect summer staple. .,Shorts
1,I love these shorts! i know reviews say to size down and yes you very well could. but i like my shorts a little bigger so they hang on the waist and can wear a belt. they are so comfortable and the length is perfect! i love that they are loose around the thigh so they don't ride up while walking. i think they might look silly rolled down because they are so wide. i wish they had black  army green  and a dark wine. i would be in heaven!! i got the dark grey and the navy and am very happy.,Shorts
-1,Had high hopes for this seemingly cute skirt to use as a basic in my spring and summer outfits. however  that was not the case. this skirt is not lined and the material is so so. basically  for the price  i was underwhelmed and will return it.,Skirts
-1,I bought this in the blue and really wanted to like it--i had plans to check sizing and then order it again in the red  as well! however  this skirt falls victim to the recent design trend of using a pattern for a structured skirt but substituting a softer fabric and (horrors!) an elastic waistband. this ended up just looking kind of cheap and sweatshirty as a result. back it went.,Skirts
-1,"This skirt looks cute online but  it has several issues. 1.) the slit is very high  this photo is deceptive  look closely...the slit is actually to her finger tips. you cant wear any kind of spanx or control top tights. 2.) slits on both sides so when you walk they fly away. 3.) the micro mini ""slip"" bunches. 4.) the fine knit is very snag-able. 5.) the skirt is very long. it is going back.",Skirts
-1,This is a beautiful skirt  but runs very small. i usually wear a size 8 and could not get the side zipper closed....at all.,Skirts
-1,I was really excited about this skirt because i love the color. however when i tried it on  it was too much of a high/low. i am not very tall but this would look a lot better on a tall person.,Skirts
-1,"I was so excited about this skirt and pairing it with a cute blouse for the warmer weather. as i took out the skirt out of the package and flipped it around  the back has mesh strips that are see through! there is also no lining to go with this skirt. if you go back to the ""back view"" picture on the website and zoom in closely  you can see the model's black underwear.",Skirts
-1,I loved this skirt on the rack. but it was not lined and super scratchy when worn. i could barely wear it for the length it took to try it on. so sad. such a gorgeous skirt.,Skirts
-1,This skirt looks/lays exactly like the photo. i bought a size small and i usually wear a size 4. it was maybe a smidge big  but nothing that affected the look of the skirt. the material reminded me of felt/wool mixed together  almost like sunday school felt cut outs (but stiffer) (not a fan).. i was underwhelmed - it looked plain and simple  and the color washed me out. definitely not worth the price (for me anyways). good luck!,Skirts
-1,"I had been waiting for this skirt to go on sale as i fell in love with the style and print on the website. however  after receiving it in the mail i was disappointed to find that the cut was all wrong for my body type. i am 5'6""  size 4  hourglass/athletic. the xs was too big and made me look like i had no shape. would be cute on a girl with no hips/booty but unflattering on hourglass figure.",Skirts
0,"I ordered this skirt because the 4 i tried on in store was huge and the 2 was way too small. the sizing was an issue so i thought i would try another 4. the skirt that arrived by mail was so wrinkled it was obvious that a day of wear would turn it into a nightmare of unflattering creases and stretched out areas. i like the concept of the design with the button front and a-line ""princess"" seams in the front and back  but i just feel the fabric in this skirt has too much stretch. i returned it.",Skirts
0,I wanted to love this skirt. i love high-waisted skirts and the length seemed flattering on the model; it was not so flattering on me. the fabric is so lovely--truly the photos online don't do it justice. it's heavy and luxurious  wonderful for fall or winter  and the gold  gray  and navy floral pattern is not too flashy or bold. plus  pockets! however  the midi length did not work for me  despite the product's suggestion that it was a universally flattering length  just above the knee. i'm not,Skirts
0,"The fabric of this skirt is absolutely beautiful. however the fit  albeit unique  is not extremely flattering in my opinion. it may be because i am somewhat of a pear/hourglass shape rather than a more straight shape  but the fit is a little off imo. i am 5'8"" and 135# and ordered both the 6 & 8 and felt the 8 fit a little better.",Skirts
0,"The fabric was more ""southwestern"" looking when i got it than it looked in the pics. it fit a bit larger around the bottom than i like.",Skirts
0,So i was super excited to get this skirt  unfortunately it's not what i thought it would be. the color is much different then what pictured  it has bronze threading and the black on the picture is more gray in real life. the material isn't so great easier  i thought it would be thicker but instead it's pretty thin and wrinkles easy. the design is very cute and it is a flattering shape but the material is just too poor for me to give this a good rating. i wouldn't say it's itchy like the other re,Skirts
0,I ordered the skirt online and when it arrived i loved the fit and the aesthetic of the skirt. i usually wear a 0/2 bottoms and sized up based on comments- it fits great could maybe even have taken a 6 to have a looser fit.  i was however very disappointed when receiving the skirt to see that the material was already highly snagged- how is that possible if coming directly from the warehouse? i'm hesitating to return because i consider it already damaged based on the current condition and if it's,Skirts
0,"The skirt is very pretty  but it's not as dark as the street pictures which i like those colors better. it's also super long. it will have to be hemmed if i decide to keep it. for reference  i'm 5'7"" and it was sweeping the floor (size medium). given the price  i'm not certain i will keep it. i'll try it on a few times  then decide.",Skirts
0,"Cute design with interesting details. i felt it ran a bit large. i'm 5'8""  135 lbs  an 8 was too big and baggy. my biggest complaint with this skirt is the color. it's just not flattering.",Skirts
0,The first surprise is that in person  the material is actually kind of woolen? at least  i would definitely call it a winter knit. the colors are also a little different -- so much so that i didn't recognize it in the store. i'm not sure if the one i tried on was stretched out  but it definitely ran large on me. the waistband is elastic  so i would worry about is stretching over time. i would have been curious to see what the petite option looked like on me  as the regular version was longer tha,Skirts
1,I love this skirt. it does run a little small  i ordered an extra small and it is tight at the waist  but still works. i have received more compliments on this skirt than maybe anything i have owned. i've been stopped at the grocery store by people telling me how much they like it. i also work with kids  and they all love it as well.,Skirts
1,Fits great and just as pictured. the material is very smooth and slinky.,Skirts
1,This is a beautiful skirt that is extremely well made.,Skirts
1,I really like the skirt! it's very comfortable and i can wear it with  so many colors.,Skirts
1,"Maeve consistently nails pencil skirts - i always know exactly what fabric and fit to expect  and it is flawless! the fabric is soft  lined  and has stretch. it feels as close to wearing sweats as you can in a skirt! the colors are beautiful on this - i'd say in person the colors are a bit deeper and richer than they show in the model photo. length is about the same on me as it is on the model at 5'7"" and got my usual s with no issue. this beauty will go with lots of different colored tops too ",Skirts
1,Buy this skit- it's everything that retailer used to be. great pice  work appopriate  and it fits great.,Skirts
